"Notes"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Essential (primary) hypertension"	"I10"	156	3241836	4.8
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	108	3241836	3.3
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	142	3241836	4.4
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Hypertensive renal disease with renal failure"	"I12.0"	70	3241836	2.2
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	17	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Acute myocardial infarction, unspecified"	"I21.9"	2476	3241836	76.4
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Other forms of acute ischaemic heart disease"	"I24.8"	15	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	514	3241836	15.9
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Atherosclerotic heart disease"	"I25.1"	1805	3241836	55.7
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Ischaemic cardiomyopathy"	"I25.5"	140	3241836	4.3
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Other forms of chronic ischaemic heart disease"	"I25.8"	18	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	258	3241836	8.0
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	156	3241836	4.8
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Other secondary pulmonary hypertension"	"I27.2"	28	3241836	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Pulmonary heart disease, unspecified"	"I27.9"	26	3241836	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Acute and subacute infective endocarditis"	"I33.0"	12	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Mitral (valve) insufficiency"	"I34.0"	25	3241836	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Aortic (valve) stenosis"	"I35.0"	94	3241836	2.9
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Aortic valve disorder, unspecified"	"I35.9"	18	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Endocarditis, valve unspecified"	"I38"	61	3241836	1.9
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Dilated cardiomyopathy"	"I42.0"	27	3241836	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Cardiomyopathy, unspecified"	"I42.9"	222	3241836	6.8
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Sudden cardiac death, so described"	"I46.1"	79	3241836	2.4
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Cardiac arrest, unspecified"	"I46.9"	1338	3241836	41.3
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Ventricular tachycardia"	"I47.2"	10	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Atrial fibrillation and flutter"	"I48"	173	3241836	5.3
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Ventricular fibrillation and flutter"	"I49.0"	26	3241836	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Cardiac arrhythmia, unspecified"	"I49.9"	169	3241836	5.2
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Congestive heart failure"	"I50.0"	1601	3241836	49.4
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Heart failure, unspecified"	"I50.9"	178	3241836	5.5
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Cardiovascular disease, unspecified"	"I51.6"	93	3241836	2.9
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Heart disease, unspecified"	"I51.9"	106	3241836	3.3
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	65	3241836	2.0
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Intracerebral haemorrhage, unspecified"	"I61.9"	228	3241836	7.0
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	41	3241836	1.3
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	101	3241836	3.1
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	26	3241836	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Cerebral infarction, unspecified"	"I63.9"	114	3241836	3.5
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Stroke, not specified as haemorrhage or infarction"	"I64"	1269	3241836	39.1
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Cerebral atherosclerosis"	"I67.2"	18	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Other specified cerebrovascular diseases"	"I67.8"	23	3241836	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Cerebrovascular disease, unspecified"	"I67.9"	107	3241836	3.3
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	106	3241836	3.3
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	67	3241836	2.1
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Generalized and unspecified atherosclerosis"	"I70.9"	208	3241836	6.4
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Dissection of aorta [any part]"	"I71.0"	47	3241836	1.4
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Thoracic aortic aneurysm, without mention of rupture"	"I71.2"	11	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	56	3241836	1.7
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	25	3241836	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	22	3241836	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	14	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Peripheral vascular disease, unspecified"	"I73.9"	75	3241836	2.3
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	37	3241836	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Influenza with other respiratory manifestations, virus not identified"	"J11.1"	11	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Pneumonia due to staphylococcus"	"J15.2"	16	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Bronchopneumonia, unspecified"	"J18.0"	20	3241836	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Pneumonia, unspecified"	"J18.9"	818	3241836	25.2
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Bronchitis, not specified as acute or chronic"	"J40"	13	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Unspecified chronic bronchitis"	"J42"	11	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Emphysema, unspecified"	"J43.9"	244	3241836	7.5
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	39	3241836	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1805	3241836	55.7
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Asthma, unspecified"	"J45.9"	36	3241836	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Bronchiectasis"	"J47"	14	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Pneumoconiosis due to asbestos and other mineral fibres"	"J61"	20	3241836	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Pneumonitis due to food and vomit"	"J69.0"	258	3241836	8.0
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Adult respiratory distress syndrome"	"J80"	35	3241836	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Pulmonary oedema"	"J81"	20	3241836	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	161	3241836	5.0
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Interstitial pulmonary disease, unspecified"	"J84.9"	37	3241836	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Pleural effusion, not elsewhere classified"	"J90"	10	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Respiratory failure, unspecified"	"J96.9"	99	3241836	3.1
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Other disorders of lung"	"J98.4"	46	3241836	1.4
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	11	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Gastric ulcer, chronic or unspecified with perforation"	"K25.5"	13	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Noninfective gastroenteritis and colitis, unspecified"	"K52.9"	21	3241836	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Acute vascular disorders of intestine"	"K55.0"	40	3241836	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Vascular disorder of intestine, unspecified"	"K55.9"	80	3241836	2.5
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Other and unspecified intestinal obstruction"	"K56.6"	64	3241836	2.0
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	15	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	27	3241836	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Perforation of intestine (nontraumatic)"	"K63.1"	30	3241836	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Peritonitis, unspecified"	"K65.9"	10	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic hepatitis"	"K70.1"	14	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic cirrhosis of liver"	"K70.3"	63	3241836	1.9
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Alcoholic hepatic failure"	"K70.4"	13	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Hepatic failure, unspecified"	"K72.9"	85	3241836	2.6
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Other and unspecified cirrhosis of liver"	"K74.6"	265	3241836	8.2
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Liver disease, unspecified"	"K76.9"	46	3241836	1.4
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Cholecystitis, unspecified"	"K81.9"	13	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Acute pancreatitis"	"K85"	56	3241836	1.7
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	126	3241836	3.9
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Decubitus ulcer"	"L89"	17	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Rheumatoid arthritis, unspecified"	"M06.9"	39	3241836	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Arthrosis, unspecified"	"M19.9"	14	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Osteoporosis, unspecified"	"M81.9"	16	3241836	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2003"	"2003"	"Osteomyelitis, unspecified"	"M86.9"	13	3241836	Unreliable
