"Notes"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	46	3340633	1.4
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Liver, unspecified - Malignant neoplasms"	"C22.9"	111	3340633	3.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Malignant neoplasm of gallbladder"	"C23"	16	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	437	3340633	13.1
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Ill-defined sites within the digestive system - Malignant neoplasms"	"C26.9"	12	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Larynx, unspecified - Malignant neoplasms"	"C32.9"	41	3340633	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	2556	3340633	76.5
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Bone and articular cartilage, unspecified - Malignant neoplasms"	"C41.9"	16	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	145	3340633	4.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Skin of scalp and neck - Malignant neoplasms"	"C44.4"	11	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Malignant neoplasm of skin, unspecified - Malignant neoplasms"	"C44.9"	18	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	25	3340633	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	35	3340633	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	470	3340633	14.1
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Vulva, unspecified - Malignant neoplasms"	"C51.9"	13	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Malignant neoplasm of vagina"	"C52"	12	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	52	3340633	1.6
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Endometrium - Malignant neoplasms"	"C54.1"	35	3340633	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Malignant neoplasm of uterus, part unspecified"	"C55"	27	3340633	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Malignant neoplasm of ovary"	"C56"	199	3340633	6.0
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Malignant neoplasm of prostate"	"C61"	310	3340633	9.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	144	3340633	4.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	151	3340633	4.5
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	209	3340633	6.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Malignant neoplasm of thyroid gland"	"C73"	12	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Head, face and neck - Malignant neoplasms"	"C76.0"	13	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Abdomen - Malignant neoplasms"	"C76.2"	12	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	28	3340633	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	21	3340633	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	44	3340633	1.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Malignant neoplasm without specification of site"	"C80"	378	3340633	11.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Hodgkin disease, unspecified"	"C81.9"	11	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	10	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	11	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	20	3340633	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	238	3340633	7.1
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	144	3340633	4.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	19	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	59	3340633	1.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	81	3340633	2.4
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	10	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	20	3340633	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	72	3340633	2.2
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	42	3340633	1.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	47	3340633	1.4
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	86	3340633	2.6
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Chronic myeloproliferative disease - Uncertain neoplasms"	"D47.1"	21	3340633	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Aplastic anaemia, unspecified"	"D61.9"	14	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Anaemia, unspecified"	"D64.9"	37	3340633	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Hypothyroidism, unspecified"	"E03.9"	27	3340633	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	42	3340633	1.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	13	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	143	3340633	4.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	23	3340633	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	14	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	33	3340633	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Unspecified diabetes mellitus, without complications"	"E14.9"	518	3340633	15.5
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Unspecified protein-energy malnutrition"	"E46"	38	3340633	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Other obesity"	"E66.8"	26	3340633	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Obesity, unspecified"	"E66.9"	10	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Pure hypercholesterolaemia"	"E78.0"	16	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Hyperlipidaemia, unspecified"	"E78.5"	64	3340633	1.9
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Volume depletion"	"E86"	33	3340633	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Hyperosmolality and hypernatraemia"	"E87.0"	12	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Acidosis"	"E87.2"	19	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Multi-infarct dementia"	"F01.1"	14	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Vascular dementia, unspecified"	"F01.9"	60	3340633	1.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Unspecified dementia"	"F03"	1106	3340633	33.1
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	36	3340633	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	15	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	30	3340633	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	10	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Huntington disease"	"G10"	10	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Motor neuron disease"	"G12.2"	80	3340633	2.4
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Parkinson disease"	"G20"	291	3340633	8.7
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Alzheimer disease with late onset"	"G30.1"	22	3340633	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Alzheimer disease, unspecified"	"G30.9"	1251	3340633	37.4
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Other specified degenerative diseases of nervous system"	"G31.8"	12	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Multiple sclerosis"	"G35"	36	3340633	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Status epilepticus, unspecified"	"G41.9"	12	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Sleep apnoea"	"G47.3"	11	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Muscular dystrophy"	"G71.0"	15	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Infantile cerebral palsy, unspecified"	"G80.9"	31	3340633	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	93	3340633	2.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Encephalopathy, unspecified"	"G93.4"	15	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Mitral valve disease, unspecified"	"I05.9"	15	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Essential (primary) hypertension"	"I10"	204	3340633	6.1
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	110	3340633	3.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	129	3340633	3.9
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Hypertensive renal disease with renal failure"	"I12.0"	67	3340633	2.0
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	14	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Acute myocardial infarction, unspecified"	"I21.9"	2035	3340633	60.9
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Acute ischaemic heart disease, unspecified"	"I24.9"	16	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	466	3340633	13.9
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Atherosclerotic heart disease"	"I25.1"	1563	3340633	46.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Ischaemic cardiomyopathy"	"I25.5"	115	3340633	3.4
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Other forms of chronic ischaemic heart disease"	"I25.8"	13	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	222	3340633	6.6
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	115	3340633	3.4
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Other secondary pulmonary hypertension"	"I27.2"	25	3340633	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Pulmonary heart disease, unspecified"	"I27.9"	10	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Acute and subacute infective endocarditis"	"I33.0"	14	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Mitral (valve) insufficiency"	"I34.0"	23	3340633	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Aortic (valve) stenosis"	"I35.0"	105	3340633	3.1
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Aortic valve disorder, unspecified"	"I35.9"	23	3340633	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Endocarditis, valve unspecified"	"I38"	62	3340633	1.9
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Dilated cardiomyopathy"	"I42.0"	28	3340633	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Cardiomyopathy, unspecified"	"I42.9"	229	3340633	6.9
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Other specified conduction disorders"	"I45.8"	12	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Sudden cardiac death, so described"	"I46.1"	60	3340633	1.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Cardiac arrest, unspecified"	"I46.9"	1328	3340633	39.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Atrial fibrillation and flutter"	"I48"	239	3340633	7.2
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Ventricular fibrillation and flutter"	"I49.0"	28	3340633	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Cardiac arrhythmia, unspecified"	"I49.9"	169	3340633	5.1
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Congestive heart failure"	"I50.0"	1405	3340633	42.1
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Heart failure, unspecified"	"I50.9"	137	3340633	4.1
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Cardiovascular disease, unspecified"	"I51.6"	145	3340633	4.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Heart disease, unspecified"	"I51.9"	191	3340633	5.7
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	76	3340633	2.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Intracerebral haemorrhage, unspecified"	"I61.9"	232	3340633	6.9
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	57	3340633	1.7
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	108	3340633	3.2
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	16	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Cerebral infarction, unspecified"	"I63.9"	54	3340633	1.6
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Stroke, not specified as haemorrhage or infarction"	"I64"	1144	3340633	34.2
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Other specified cerebrovascular diseases"	"I67.8"	26	3340633	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Cerebrovascular disease, unspecified"	"I67.9"	79	3340633	2.4
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	92	3340633	2.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	37	3340633	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Generalized and unspecified atherosclerosis"	"I70.9"	149	3340633	4.5
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Dissection of aorta [any part]"	"I71.0"	48	3340633	1.4
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Thoracic aortic aneurysm, without mention of rupture"	"I71.2"	13	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	48	3340633	1.4
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	27	3340633	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	14	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	11	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Peripheral vascular disease, unspecified"	"I73.9"	86	3340633	2.6
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	20	3340633	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Pneumonia due to Streptococcus pneumoniae"	"J13"	12	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Pneumonia due to staphylococcus"	"J15.2"	11	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Bacterial pneumonia, unspecified"	"J15.9"	11	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Bronchopneumonia, unspecified"	"J18.0"	10	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Pneumonia, unspecified"	"J18.9"	632	3340633	18.9
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Emphysema, unspecified"	"J43.9"	209	3340633	6.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	30	3340633	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	23	3340633	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1949	3340633	58.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Asthma, unspecified"	"J45.9"	28	3340633	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Bronchiectasis"	"J47"	16	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Pneumonitis due to food and vomit"	"J69.0"	243	3340633	7.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Adult respiratory distress syndrome"	"J80"	32	3340633	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Pulmonary oedema"	"J81"	10	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	184	3340633	5.5
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Interstitial pulmonary disease, unspecified"	"J84.9"	42	3340633	1.3
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Pleural effusion, not elsewhere classified"	"J90"	17	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Acute respiratory failure"	"J96.0"	20	3340633	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Respiratory failure, unspecified"	"J96.9"	146	3340633	4.4
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Other disorders of lung"	"J98.4"	62	3340633	1.9
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Noninfective gastroenteritis and colitis, unspecified"	"K52.9"	30	3340633	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Acute vascular disorders of intestine"	"K55.0"	33	3340633	1.0
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Vascular disorder of intestine, unspecified"	"K55.9"	81	3340633	2.4
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Other and unspecified intestinal obstruction"	"K56.6"	61	3340633	1.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	14	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	30	3340633	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Perforation of intestine (nontraumatic)"	"K63.1"	27	3340633	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Alcoholic hepatitis"	"K70.1"	16	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Alcoholic cirrhosis of liver"	"K70.3"	74	3340633	2.2
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Alcoholic hepatic failure"	"K70.4"	15	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Alcoholic liver disease, unspecified"	"K70.9"	14	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Hepatic failure, unspecified"	"K72.9"	71	3340633	2.1
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Other and unspecified cirrhosis of liver"	"K74.6"	288	3340633	8.6
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Liver disease, unspecified"	"K76.9"	53	3340633	1.6
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Calculus of gallbladder without cholecystitis"	"K80.2"	10	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Acute cholecystitis"	"K81.0"	13	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Cholecystitis, unspecified"	"K81.9"	14	3340633	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Acute pancreatitis, unspecified"	"K85.9"	48	3340633	1.4
	"Alabama"	"01"	"White"	"2106-3"	"2007"	"2007"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	105	3340633	3.1
