"Notes"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Malignant neoplasm of uterus, part unspecified"	"C55"	27	3399975	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Malignant neoplasm of ovary"	"C56"	216	3399975	6.4
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Malignant neoplasm of prostate"	"C61"	363	3399975	10.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	159	3399975	4.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	157	3399975	4.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	234	3399975	6.9
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Malignant neoplasm of thyroid gland"	"C73"	20	3399975	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	12	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Abdomen - Malignant neoplasms"	"C76.2"	14	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	18	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	14	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	59	3399975	1.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Malignant neoplasm without specification of site"	"C80"	393	3399975	11.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Hodgkin disease, unspecified"	"C81.9"	19	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	18	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	31	3399975	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	16	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	173	3399975	5.1
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	138	3399975	4.1
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	10	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	57	3399975	1.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	102	3399975	3.0
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	14	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	17	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	74	3399975	2.2
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	45	3399975	1.3
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	28	3399975	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	84	3399975	2.5
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Aplastic anaemia, unspecified"	"D61.9"	15	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Anaemia, unspecified"	"D64.9"	24	3399975	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Coagulation defect, unspecified"	"D68.9"	16	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Hypothyroidism, unspecified"	"E03.9"	15	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	30	3399975	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	12	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	13	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	130	3399975	3.8
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	20	3399975	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	41	3399975	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	36	3399975	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Unspecified diabetes mellitus, without complications"	"E14.9"	500	3399975	14.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Unspecified severe protein-energy malnutrition"	"E43"	11	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Unspecified protein-energy malnutrition"	"E46"	21	3399975	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Other obesity"	"E66.8"	16	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Obesity, unspecified"	"E66.9"	21	3399975	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Pure hypercholesterolaemia"	"E78.0"	14	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Hyperlipidaemia, unspecified"	"E78.5"	54	3399975	1.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Volume depletion"	"E86"	43	3399975	1.3
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Hyperosmolality and hypernatraemia"	"E87.0"	12	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Acidosis"	"E87.2"	26	3399975	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Hyperkalaemia"	"E87.5"	10	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Multi-infarct dementia"	"F01.1"	11	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Vascular dementia, unspecified"	"F01.9"	91	3399975	2.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Unspecified dementia"	"F03"	1629	3399975	47.9
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Delirium, unspecified"	"F05.9"	10	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	38	3399975	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	20	3399975	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	27	3399975	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	12	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Huntington disease"	"G10"	14	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Motor neuron disease"	"G12.2"	89	3399975	2.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Parkinson disease"	"G20"	310	3399975	9.1
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Alzheimer disease with late onset"	"G30.1"	22	3399975	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Alzheimer disease, unspecified"	"G30.9"	1282	3399975	37.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Other specified degenerative diseases of nervous system"	"G31.8"	27	3399975	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Degenerative disease of nervous system, unspecified"	"G31.9"	13	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Multiple sclerosis"	"G35"	30	3399975	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Status epilepticus, unspecified"	"G41.9"	16	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Sleep apnoea"	"G47.3"	12	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Myasthenia gravis"	"G70.0"	13	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Infantile cerebral palsy, unspecified"	"G80.9"	20	3399975	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Paraplegia, unspecified"	"G82.2"	11	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	108	3399975	3.2
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Encephalopathy, unspecified"	"G93.4"	21	3399975	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Mitral valve disease, unspecified"	"I05.9"	18	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Essential (primary) hypertension"	"I10"	250	3399975	7.4
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	126	3399975	3.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	160	3399975	4.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Hypertensive renal disease with renal failure"	"I12.0"	72	3399975	2.1
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	10	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Acute myocardial infarction, unspecified"	"I21.9"	2046	3399975	60.2
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Acute ischaemic heart disease, unspecified"	"I24.9"	25	3399975	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	495	3399975	14.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Atherosclerotic heart disease"	"I25.1"	1553	3399975	45.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Ischaemic cardiomyopathy"	"I25.5"	101	3399975	3.0
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	201	3399975	5.9
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	141	3399975	4.1
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Other secondary pulmonary hypertension"	"I27.2"	36	3399975	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Pulmonary heart disease, unspecified"	"I27.9"	16	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Mitral (valve) insufficiency"	"I34.0"	20	3399975	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Aortic (valve) stenosis"	"I35.0"	107	3399975	3.1
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Aortic valve disorder, unspecified"	"I35.9"	23	3399975	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Endocarditis, valve unspecified"	"I38"	61	3399975	1.8
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Dilated cardiomyopathy"	"I42.0"	29	3399975	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Cardiomyopathy, unspecified"	"I42.9"	187	3399975	5.5
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Other specified conduction disorders"	"I45.8"	14	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Sudden cardiac death, so described"	"I46.1"	62	3399975	1.8
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Cardiac arrest, unspecified"	"I46.9"	1306	3399975	38.4
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Atrial fibrillation and flutter"	"I48"	250	3399975	7.4
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Ventricular fibrillation and flutter"	"I49.0"	29	3399975	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Cardiac arrhythmia, unspecified"	"I49.9"	176	3399975	5.2
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Congestive heart failure"	"I50.0"	1325	3399975	39.0
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Heart failure, unspecified"	"I50.9"	170	3399975	5.0
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Cardiovascular disease, unspecified"	"I51.6"	119	3399975	3.5
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Cardiomegaly"	"I51.7"	17	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Other ill-defined heart diseases"	"I51.8"	24	3399975	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Heart disease, unspecified"	"I51.9"	353	3399975	10.4
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	60	3399975	1.8
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	11	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Intracerebral haemorrhage, unspecified"	"I61.9"	204	3399975	6.0
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	60	3399975	1.8
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	139	3399975	4.1
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	11	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	14	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Cerebral infarction, unspecified"	"I63.9"	32	3399975	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Stroke, not specified as haemorrhage or infarction"	"I64"	1148	3399975	33.8
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Other specified cerebrovascular diseases"	"I67.8"	19	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Cerebrovascular disease, unspecified"	"I67.9"	53	3399975	1.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	89	3399975	2.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	32	3399975	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Generalized and unspecified atherosclerosis"	"I70.9"	112	3399975	3.3
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Dissection of aorta [any part]"	"I71.0"	37	3399975	1.1
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	40	3399975	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	23	3399975	0.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	16	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	12	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Peripheral vascular disease, unspecified"	"I73.9"	71	3399975	2.1
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	21	3399975	0.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Pneumonia due to staphylococcus"	"J15.2"	16	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Bacterial pneumonia, unspecified"	"J15.9"	11	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Lobar pneumonia, unspecified"	"J18.1"	11	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Pneumonia, unspecified"	"J18.9"	726	3399975	21.4
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Emphysema, unspecified"	"J43.9"	171	3399975	5.0
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	329	3399975	9.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	40	3399975	1.2
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Other specified chronic obstructive pulmonary disease"	"J44.8"	14	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	1955	3399975	57.5
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Asthma, unspecified"	"J45.9"	31	3399975	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Bronchiectasis"	"J47"	16	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Pneumoconiosis due to asbestos and other mineral fibres"	"J61"	12	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Pneumonitis due to food and vomit"	"J69.0"	232	3399975	6.8
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Adult respiratory distress syndrome"	"J80"	54	3399975	1.6
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Pulmonary oedema"	"J81"	14	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	180	3399975	5.3
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Interstitial pulmonary disease, unspecified"	"J84.9"	59	3399975	1.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Pleural effusion, not elsewhere classified"	"J90"	14	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Acute respiratory failure"	"J96.0"	19	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Chronic respiratory failure"	"J96.1"	12	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Respiratory failure, unspecified"	"J96.9"	151	3399975	4.4
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Other disorders of lung"	"J98.4"	50	3399975	1.5
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	12	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Acute vascular disorders of intestine"	"K55.0"	31	3399975	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Vascular disorder of intestine, unspecified"	"K55.9"	91	3399975	2.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Other and unspecified intestinal obstruction"	"K56.6"	58	3399975	1.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	27	3399975	0.8
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	14	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Perforation of intestine (nontraumatic)"	"K63.1"	31	3399975	0.9
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Alcoholic hepatitis"	"K70.1"	10	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Alcoholic cirrhosis of liver"	"K70.3"	91	3399975	2.7
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Alcoholic hepatic failure"	"K70.4"	19	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Alcoholic liver disease, unspecified"	"K70.9"	13	3399975	Unreliable
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Hepatic failure, unspecified"	"K72.9"	71	3399975	2.1
	"Alabama"	"01"	"White"	"2106-3"	"2010"	"2010"	"Other and unspecified cirrhosis of liver"	"K74.6"	273	3399975	8.0
